Port_id,Sim_id,request_date,completion_date,new_operator,Reason
PORT008821,SIM057547,2024-12-13 19:19:29,2024-12-16 22:59:39,Idea,Poor signal strength
PORT008822,SIM047235,2019-09-02 19:09:51,2019-09-05 14:08:21,Idea,Lower tariff plans
PORT008823,SIM036869,2022-04-03 09:27:00,,Reliance,Better network coverage
PORT008824,SIM038795,2020-08-06 00:42:58,,Idea,Better customer service
PORT008825,SIM065553,2019-12-01 01:08:30,2019-12-06 05:38:42,Reliance,Friend recommendation
PORT008826,SIM069569,2019-07-11 05:49:00,2019-07-17 09:04:35,Vi,Network quality issues
PORT008827,SIM005144,2019-05-05 13:19:28,2019-05-11 06:24:35,Reliance,Relocation to another city
PORT008828,SIM030257,2023-01-01 02:58:16,2023-01-05 16:44:57,Tata Docomo,Friend recommendation
PORT008829,SIM069815,2024-11-29 06:12:34,2024-12-04 12:43:33,BSNL,Attractive offers from new operator
PORT008830,SIM063509,2024-12-28 14:30:55,2024-12-30 16:33:40,Tata Docomo,Network quality issues
PORT008831,SIM045817,2021-04-25 21:11:17,2021-05-01 19:46:11,BSNL,Better network coverage
PORT008832,SIM021952,2022-03-08 14:58:33,2022-03-14 05:57:58,Jio,Better customer service
PORT008833,SIM027194,2024-09-15 00:04:15,2024-09-21 11:49:03,BSNL,Network quality issues
PORT008834,SIM052235,2019-03-13 02:48:09,2019-03-18 08:50:25,MTNL,Better customer service
PORT008835,SIM062451,2024-12-29 03:30:53,,Airtel,Lower tariff plans
PORT008836,SIM025311,2023-09-24 15:27:23,,MTNL,Network quality issues
PORT008837,SIM029738,2019-07-01 22:01:35,2019-07-04 22:56:15,BSNL,Poor signal strength
PORT008838,SIM026076,2020-02-12 10:33:25,,Idea,Friend recommendation
PORT008839,SIM054039,2024-11-06 02:26:20,2024-11-09 16:40:17,BSNL,Better data speed
PORT008840,SIM043104,2024-08-27 08:10:06,2024-08-29 20:29:19,Jio,Network quality issues
PORT008841,SIM066002,2020-03-27 03:56:08,,MTNL,Better customer service
PORT008842,SIM051777,2019-10-29 13:35:57,,Reliance,Attractive offers from new operator
PORT008843,SIM019288,2022-01-16 01:29:16,2022-01-18 16:22:16,Jio,Poor signal strength
PORT008844,SIM055725,2023-10-20 08:41:45,2023-10-27 02:04:08,Aircel,Relocation to another city
PORT008845,SIM054487,2022-12-08 02:00:03,2022-12-13 05:29:49,Tata Docomo,Better data speed
PORT008846,SIM060268,2021-05-29 14:48:40,2021-06-05 13:05:01,Idea,Better customer service
PORT008847,SIM063565,2024-09-11 11:57:02,2024-09-13 23:26:14,Idea,Better data speed
PORT008848,SIM002836,2023-03-12 12:50:17,2023-03-18 20:13:16,Reliance,Poor signal strength
PORT008849,SIM007593,2021-05-16 03:20:12,,Airtel,Attractive offers from new operator
PORT008850,SIM058586,2019-02-25 20:44:06,2019-03-01 16:05:57,Idea,Lower tariff plans
PORT008851,SIM057234,2022-05-24 11:15:59,2022-05-26 16:41:11,Reliance,Relocation to another city
PORT008852,SIM003331,2021-12-20 21:33:11,2021-12-22 20:26:41,Reliance,Relocation to another city
PORT008853,SIM047187,2020-04-29 07:35:44,2020-05-01 00:10:21,Tata Docomo,Better network coverage
PORT008854,SIM042738,2021-04-21 00:40:08,2021-04-24 15:08:38,Idea,Lower tariff plans
PORT008855,SIM063209,2022-08-13 20:06:36,,Jio,Lower tariff plans
PORT008856,SIM051713,2024-12-24 07:07:04,2024-12-30 00:50:40,Vi,Friend recommendation
PORT008857,SIM042073,2021-11-24 23:53:19,2021-11-26 15:00:27,Jio,Friend recommendation
PORT008858,SIM027678,2024-12-27 12:32:14,,Aircel,Friend recommendation
PORT008859,SIM039042,2024-12-24 14:29:12,2024-12-30 21:52:59,MTNL,Attractive offers from new operator
PORT008860,SIM028579,2024-12-24 12:36:25,2024-12-30 03:38:20,MTNL,Better data speed
PORT008861,SIM003614,2020-12-18 06:09:37,2020-12-19 17:24:34,Reliance,Network quality issues
PORT008862,SIM028688,2023-07-28 09:13:27,2023-08-01 20:53:19,Idea,Relocation to another city
PORT008863,SIM017142,2022-09-04 23:36:56,2022-09-09 18:14:52,Airtel,Better network coverage
PORT008864,SIM046333,2022-09-20 11:34:33,2022-09-25 09:29:31,MTNL,Better customer service
PORT008865,SIM050572,2019-12-08 10:06:38,2019-12-14 16:28:48,Airtel,Better data speed
PORT008866,SIM044282,2021-03-10 00:59:17,2021-03-15 18:53:53,Aircel,Network quality issues
PORT008867,SIM042025,2023-04-21 17:30:34,,MTNL,Lower tariff plans
PORT008868,SIM023610,2021-04-17 04:28:25,2021-04-21 14:03:38,BSNL,Network quality issues
PORT008869,SIM029456,2023-07-14 05:23:23,2023-07-19 05:37:28,Vi,Lower tariff plans
PORT008870,SIM026284,2022-12-02 21:41:05,2022-12-08 18:34:17,Tata Docomo,Relocation to another city
PORT008871,SIM011626,2018-08-17 11:00:14,2018-08-24 10:02:10,Jio,Lower tariff plans
PORT008872,SIM001966,2024-04-20 18:19:10,2024-04-23 20:05:11,Reliance,Lower tariff plans
PORT008873,SIM068843,2024-12-27 19:50:26,,Idea,Poor signal strength
PORT008874,SIM031100,2022-12-07 09:29:55,2022-12-12 13:18:31,Reliance,Better network coverage
PORT008875,SIM012360,2023-12-10 10:49:03,,Tata Docomo,Relocation to another city
PORT008876,SIM040859,2024-07-11 08:23:25,2024-07-13 07:47:31,BSNL,Better customer service
PORT008877,SIM068180,2019-10-17 03:03:08,2019-10-19 23:48:16,Jio,Friend recommendation
PORT008878,SIM026184,2021-03-18 06:09:10,2021-03-23 16:07:39,MTNL,Attractive offers from new operator
PORT008879,SIM056769,2020-11-09 09:49:11,2020-11-13 22:54:03,BSNL,Friend recommendation
PORT008880,SIM015665,2024-12-14 01:16:01,2024-12-18 22:45:08,Airtel,Lower tariff plans
PORT008881,SIM001698,2019-06-04 23:48:40,2019-06-06 10:09:55,Aircel,Lower tariff plans
PORT008882,SIM027917,2024-10-30 18:08:48,2024-11-03 09:08:47,Aircel,Better customer service
PORT008883,SIM048972,2018-09-06 14:36:53,2018-09-09 17:28:18,Jio,Better data speed
PORT008884,SIM015957,2020-05-12 01:44:01,2020-05-14 08:03:22,BSNL,Better data speed
PORT008885,SIM048313,2023-01-19 18:41:50,2023-01-21 10:18:30,BSNL,Poor signal strength
PORT008886,SIM015439,2019-04-01 17:01:02,,BSNL,Poor signal strength
PORT008887,SIM006966,2020-04-20 03:31:58,,Tata Docomo,Better customer service
PORT008888,SIM020448,2022-02-21 22:10:09,,Vi,Lower tariff plans
PORT008889,SIM006028,2019-10-14 07:02:52,2019-10-15 20:26:47,Jio,Poor signal strength
PORT008890,SIM053430,2020-10-22 10:28:17,,Reliance,Better customer service
PORT008891,SIM054913,2024-12-25 14:09:01,2024-12-26 18:50:13,Tata Docomo,Network quality issues
PORT008892,SIM000116,2022-12-22 19:41:52,2022-12-27 09:58:54,Idea,Better network coverage
PORT008893,SIM025242,2023-05-15 15:26:16,2023-05-17 03:35:06,Aircel,Lower tariff plans
PORT008894,SIM023496,2019-01-27 23:49:19,2019-02-02 22:47:30,BSNL,Poor signal strength
PORT008895,SIM052317,2024-06-09 18:05:47,2024-06-12 18:55:06,MTNL,Better network coverage
PORT008896,SIM014837,2020-12-22 10:37:08,2020-12-24 23:40:33,Aircel,Relocation to another city
PORT008897,SIM025639,2021-04-04 03:21:47,2021-04-09 21:47:46,BSNL,Poor signal strength
PORT008898,SIM040153,2023-09-18 22:06:25,2023-09-23 09:16:12,MTNL,Friend recommendation
PORT008899,SIM056202,2024-12-24 00:00:00,,BSNL,Better network coverage
PORT008900,SIM036783,2024-12-20 19:19:19,2024-12-22 02:24:58,Vi,Relocation to another city
PORT008901,SIM047059,2020-11-18 13:59:15,2020-11-20 09:39:41,Idea,Friend recommendation
PORT008902,SIM030117,2020-07-08 18:30:18,2020-07-10 09:46:15,Aircel,Better data speed
PORT008903,SIM012560,2023-10-20 02:54:39,2023-10-24 02:34:14,Idea,Relocation to another city
PORT008904,SIM030680,2020-07-30 11:13:43,,Jio,Network quality issues
PORT008905,SIM046399,2021-06-03 22:08:18,,MTNL,Network quality issues
PORT008906,SIM024450,2019-07-16 14:00:40,2019-07-19 15:01:46,Aircel,Poor signal strength
PORT008907,SIM042170,2020-12-17 10:18:04,2020-12-21 10:08:08,BSNL,Better network coverage
PORT008908,SIM016207,2024-10-13 15:50:57,,Tata Docomo,Better network coverage
PORT008909,SIM028836,2019-01-03 02:44:13,2019-01-10 00:58:28,MTNL,Relocation to another city
PORT008910,SIM038975,2019-01-15 21:29:24,2019-01-17 04:43:22,Aircel,Lower tariff plans
PORT008911,SIM002463,2019-11-30 19:07:34,,Tata Docomo,Relocation to another city
PORT008912,SIM037226,2020-04-17 13:37:51,2020-04-22 06:01:34,Airtel,Poor signal strength
PORT008913,SIM013980,2023-06-26 22:34:35,2023-06-28 06:54:07,BSNL,Better network coverage
PORT008914,SIM005452,2024-06-21 16:35:15,,Idea,Better customer service
PORT008915,SIM028449,2024-02-11 17:06:55,,Reliance,Poor signal strength
PORT008916,SIM065231,2023-01-13 12:46:53,,Vi,Attractive offers from new operator
PORT008917,SIM023182,2023-08-03 22:15:37,2023-08-08 06:25:53,Idea,Relocation to another city
PORT008918,SIM050484,2024-05-28 11:40:44,2024-06-02 02:36:57,Aircel,Poor signal strength
PORT008919,SIM032609,2019-03-17 03:03:29,,Jio,Relocation to another city
PORT008920,SIM055612,2024-01-03 01:36:19,,BSNL,Friend recommendation
PORT008921,SIM006374,2021-11-30 01:16:58,2021-12-06 22:24:51,Reliance,Lower tariff plans
PORT008922,SIM021271,2024-01-05 12:26:34,2024-01-10 15:34:28,Reliance,Lower tariff plans
PORT008923,SIM005919,2019-08-23 09:51:09,2019-08-26 11:24:46,BSNL,Friend recommendation
PORT008924,SIM040884,2021-06-16 15:26:36,2021-06-20 11:49:17,Reliance,Poor signal strength
PORT008925,SIM011653,2023-12-06 06:00:30,2023-12-12 02:36:35,Idea,Poor signal strength
PORT008926,SIM063791,2021-06-23 19:02:47,2021-06-29 22:46:24,Reliance,Better customer service
PORT008927,SIM033734,2022-03-03 01:25:07,2022-03-07 04:00:16,MTNL,Poor signal strength
PORT008928,SIM031174,2024-12-29 07:16:04,,Airtel,Better customer service
PORT008929,SIM042312,2021-04-29 05:56:59,2021-05-03 08:56:21,Aircel,Poor signal strength
PORT008930,SIM039809,2024-04-28 11:14:44,2024-05-03 14:57:49,Tata Docomo,Poor signal strength
PORT008931,SIM046989,2020-04-11 02:01:05,2020-04-12 11:55:11,Vi,Better customer service
PORT008932,SIM002710,2020-07-14 18:22:57,2020-07-16 16:05:10,Jio,Better data speed
PORT008933,SIM038375,2021-09-29 08:49:07,2021-10-05 21:38:47,MTNL,Attractive offers from new operator
PORT008934,SIM051718,2023-02-20 00:48:46,2023-02-26 20:18:49,Reliance,Friend recommendation
PORT008935,SIM012014,2023-03-15 22:22:52,,BSNL,Friend recommendation
PORT008936,SIM002008,2020-06-02 15:47:09,2020-06-04 04:20:48,Tata Docomo,Attractive offers from new operator
PORT008937,SIM021521,2022-05-09 20:25:47,2022-05-15 09:00:16,Tata Docomo,Lower tariff plans
PORT008938,SIM014287,2024-07-28 06:36:15,2024-07-30 09:09:11,Reliance,Relocation to another city
PORT008939,SIM056086,2020-05-26 13:55:46,2020-06-02 06:08:29,Aircel,Network quality issues
PORT008940,SIM052027,2024-10-28 14:53:15,,Tata Docomo,Lower tariff plans
PORT008941,SIM031631,2024-03-07 18:35:03,2024-03-14 14:00:23,Reliance,Poor signal strength
PORT008942,SIM036792,2021-12-15 01:40:15,2021-12-21 07:57:21,MTNL,Better customer service
PORT008943,SIM050765,2019-11-20 07:52:29,,Tata Docomo,Better network coverage
PORT008944,SIM043918,2022-01-09 08:11:38,2022-01-14 20:00:39,Tata Docomo,Lower tariff plans
PORT008945,SIM019519,2018-10-22 14:43:31,2018-10-26 04:24:44,Vi,Better data speed
PORT008946,SIM063348,2023-07-04 21:13:29,2023-07-09 17:13:47,MTNL,Relocation to another city
PORT008947,SIM008923,2019-09-23 01:48:12,2019-09-26 13:53:25,Jio,Attractive offers from new operator
PORT008948,SIM029037,2018-07-25 18:18:45,2018-07-30 11:06:15,Aircel,Attractive offers from new operator
PORT008949,SIM053610,2021-02-26 08:00:59,2021-03-05 06:02:29,Aircel,Better customer service
PORT008950,SIM058275,2018-12-05 19:02:06,2018-12-07 03:12:11,Tata Docomo,Friend recommendation
PORT008951,SIM034474,2022-12-25 09:40:33,2022-12-29 14:50:51,Aircel,Friend recommendation
PORT008952,SIM017619,2023-02-20 02:05:13,2023-02-25 09:54:52,BSNL,Relocation to another city
PORT008953,SIM035942,2023-11-09 17:51:45,2023-11-12 01:03:14,Idea,Better network coverage
PORT008954,SIM041159,2024-04-14 15:21:58,2024-04-17 03:03:11,Aircel,Poor signal strength
PORT008955,SIM042234,2023-09-22 13:33:36,2023-09-26 23:04:31,MTNL,Lower tariff plans
PORT008956,SIM043291,2020-04-09 03:38:15,2020-04-13 12:53:00,Reliance,Poor signal strength
PORT008957,SIM010309,2024-12-11 14:13:43,2024-12-15 16:21:06,Reliance,Better customer service
PORT008958,SIM066942,2023-08-09 12:42:35,2023-08-15 18:57:29,Tata Docomo,Lower tariff plans
PORT008959,SIM050168,2021-02-19 06:40:00,2021-02-21 14:34:38,MTNL,Poor signal strength
PORT008960,SIM049134,2019-09-13 14:16:08,2019-09-15 07:10:28,MTNL,Better customer service
PORT008961,SIM031728,2022-02-15 03:07:30,,Idea,Attractive offers from new operator
PORT008962,SIM068070,2019-03-21 07:22:10,2019-03-28 03:58:04,BSNL,Better network coverage
PORT008963,SIM068149,2024-12-23 02:39:25,2024-12-27 22:56:13,Vi,Better customer service
PORT008964,SIM001025,2022-11-10 14:28:18,2022-11-13 14:09:17,BSNL,Better customer service
PORT008965,SIM038937,2024-12-29 21:03:35,,Jio,Better customer service
PORT008966,SIM061794,2021-06-12 01:19:03,2021-06-16 23:37:53,Aircel,Poor signal strength
PORT008967,SIM018630,2020-08-28 06:08:09,2020-08-29 12:17:40,Reliance,Better customer service
PORT008968,SIM004399,2020-11-23 21:36:18,2020-11-28 20:00:27,Tata Docomo,Friend recommendation
PORT008969,SIM066272,2019-09-15 17:48:22,2019-09-18 06:01:00,Idea,Poor signal strength
PORT008970,SIM018205,2022-08-15 22:53:03,,Reliance,Friend recommendation
PORT008971,SIM044844,2024-12-30 20:07:20,,Idea,Better data speed
PORT008972,SIM042777,2021-12-24 02:29:27,2021-12-30 06:22:32,Airtel,Attractive offers from new operator
PORT008973,SIM066944,2024-12-28 21:59:31,,Airtel,Friend recommendation
PORT008974,SIM004945,2022-02-18 02:07:08,2022-02-25 00:14:09,Aircel,Relocation to another city
PORT008975,SIM051488,2021-07-07 00:03:56,,Airtel,Poor signal strength
PORT008976,SIM014285,2020-06-02 14:41:59,2020-06-05 16:56:13,Aircel,Better customer service
PORT008977,SIM069991,2021-01-13 02:28:56,2021-01-14 17:48:42,Reliance,Friend recommendation
PORT008978,SIM001192,2020-03-13 23:34:48,2020-03-19 22:40:29,BSNL,Poor signal strength
PORT008979,SIM051249,2021-03-25 14:32:54,2021-03-30 23:41:48,Idea,Relocation to another city
PORT008980,SIM039398,2020-12-02 23:34:17,2020-12-05 11:40:18,BSNL,Better customer service
PORT008981,SIM022043,2024-12-03 15:59:43,2024-12-10 02:16:57,Airtel,Better network coverage
PORT008982,SIM001363,2019-09-11 15:31:57,2019-09-17 08:39:06,Aircel,Better network coverage
PORT008983,SIM036217,2019-08-25 15:15:44,2019-08-30 04:08:06,BSNL,Lower tariff plans
PORT008984,SIM013295,2020-09-26 05:56:04,2020-09-28 21:19:06,Idea,Friend recommendation
PORT008985,SIM059224,2024-12-27 11:54:07,,Idea,Lower tariff plans
PORT008986,SIM044499,2019-11-23 22:51:42,2019-11-27 23:09:21,Airtel,Friend recommendation
PORT008987,SIM012199,2024-12-28 19:15:49,,Reliance,Lower tariff plans
PORT008988,SIM064427,2021-07-17 13:02:56,2021-07-19 09:35:10,MTNL,Attractive offers from new operator
PORT008989,SIM005176,2024-07-23 15:14:43,2024-07-30 06:50:55,Tata Docomo,Poor signal strength
PORT008990,SIM039519,2024-02-07 17:23:35,2024-02-12 09:45:41,BSNL,Attractive offers from new operator
PORT008991,SIM035353,2019-01-12 12:28:30,2019-01-13 20:11:26,Tata Docomo,Poor signal strength
PORT008992,SIM053964,2019-10-30 19:21:25,,Idea,Poor signal strength
PORT008993,SIM026669,2024-12-26 06:11:50,2024-12-29 15:28:42,Jio,Better data speed
PORT008994,SIM007536,2022-03-20 11:27:02,2022-03-26 02:31:31,Idea,Relocation to another city
PORT008995,SIM012436,2020-07-02 13:53:15,,BSNL,Network quality issues
PORT008996,SIM056545,2023-02-16 02:03:36,2023-02-20 02:47:05,Aircel,Better data speed
PORT008997,SIM012373,2024-06-08 19:34:26,2024-06-15 11:39:12,BSNL,Attractive offers from new operator
PORT008998,SIM043218,2023-03-31 22:57:57,2023-04-04 20:45:37,Idea,Better network coverage
PORT008999,SIM026119,2022-09-15 21:56:14,2022-09-18 22:41:39,Aircel,Better data speed
PORT009000,SIM060321,2020-08-15 22:37:04,,Aircel,Poor signal strength
PORT009001,SIM002064,2023-08-13 17:25:30,2023-08-17 17:19:36,Idea,Lower tariff plans
PORT009002,SIM023622,2019-05-15 03:26:01,2019-05-17 18:19:04,Vi,Friend recommendation
PORT009003,SIM059593,2024-08-13 11:26:57,2024-08-16 20:53:37,MTNL,Attractive offers from new operator
PORT009004,SIM008963,2023-10-22 11:58:49,2023-10-28 12:39:30,Aircel,Better network coverage
PORT009005,SIM051129,2024-12-30 12:11:32,,Idea,Relocation to another city
PORT009006,SIM051242,2024-12-26 08:19:37,,MTNL,Relocation to another city
PORT009007,SIM023513,2020-09-08 00:53:25,2020-09-12 13:22:53,Tata Docomo,Better network coverage
PORT009008,SIM065142,2018-11-08 12:28:27,2018-11-14 11:39:09,MTNL,Lower tariff plans
PORT009009,SIM069125,2021-07-15 20:45:25,2021-07-17 21:12:10,Idea,Better data speed
PORT009010,SIM032398,2023-07-08 06:10:56,2023-07-14 21:21:17,MTNL,Friend recommendation
PORT009011,SIM036298,2023-07-20 05:48:41,2023-07-22 15:09:40,Jio,Friend recommendation
PORT009012,SIM045266,2024-11-10 13:38:54,2024-11-12 13:44:54,Jio,Poor signal strength
PORT009013,SIM037308,2024-10-22 05:46:20,2024-10-25 06:41:05,BSNL,Network quality issues
PORT009014,SIM008083,2021-01-10 01:24:04,2021-01-15 04:23:02,Airtel,Lower tariff plans
PORT009015,SIM047129,2023-08-06 03:14:56,2023-08-13 02:21:11,MTNL,Friend recommendation
PORT009016,SIM060888,2022-10-16 07:52:19,2022-10-21 01:27:32,Reliance,Poor signal strength
PORT009017,SIM029830,2020-12-07 00:09:18,2020-12-08 08:00:36,BSNL,Network quality issues
PORT009018,SIM013696,2020-12-28 07:54:06,,Idea,Network quality issues
PORT009019,SIM046382,2024-01-07 23:33:47,2024-01-13 07:29:45,Idea,Network quality issues
PORT009020,SIM007454,2022-06-29 06:22:19,2022-07-01 22:01:49,Idea,Attractive offers from new operator
PORT009021,SIM047241,2022-07-14 01:29:25,2022-07-19 16:18:22,Reliance,Lower tariff plans
PORT009022,SIM053369,2018-12-12 03:25:29,2018-12-17 14:00:00,Airtel,Network quality issues
PORT009023,SIM055858,2019-04-27 13:33:55,2019-04-29 13:14:40,Jio,Network quality issues
PORT009024,SIM028036,2021-05-04 17:17:25,2021-05-06 22:32:32,Tata Docomo,Relocation to another city
PORT009025,SIM001414,2021-05-27 01:48:20,,BSNL,Poor signal strength
PORT009026,SIM009405,2020-02-02 01:14:29,2020-02-04 23:29:34,Airtel,Network quality issues
PORT009027,SIM007989,2020-11-13 14:35:53,2020-11-14 18:15:10,Airtel,Attractive offers from new operator
PORT009028,SIM040082,2019-09-07 19:59:27,2019-09-12 20:18:31,Vi,Better data speed
PORT009029,SIM004977,2021-11-22 21:17:20,2021-11-24 14:44:42,Reliance,Network quality issues
PORT009030,SIM002822,2024-12-01 01:56:59,2024-12-03 17:36:00,BSNL,Network quality issues
PORT009031,SIM019601,2020-11-20 19:48:19,2020-11-25 15:13:58,Reliance,Better data speed
PORT009032,SIM068355,2022-04-11 14:21:56,,Vi,Network quality issues
PORT009033,SIM044333,2020-10-14 02:58:35,2020-10-20 22:46:08,Reliance,Friend recommendation
PORT009034,SIM057162,2021-02-25 22:30:22,2021-03-04 01:45:33,Airtel,Better network coverage
PORT009035,SIM019596,2022-10-23 07:05:22,2022-10-27 15:51:30,Idea,Better network coverage
PORT009036,SIM018918,2020-08-30 06:36:39,2020-09-06 03:50:40,Tata Docomo,Better network coverage
PORT009037,SIM048844,2022-12-19 11:33:11,2022-12-23 23:18:00,BSNL,Network quality issues
PORT009038,SIM043520,2020-12-31 21:08:56,2021-01-02 18:33:08,Vi,Poor signal strength
PORT009039,SIM066388,2024-12-25 11:45:36,,Vi,Friend recommendation
PORT009040,SIM030867,2020-03-15 07:33:47,2020-03-18 14:05:06,Jio,Attractive offers from new operator
PORT009041,SIM007799,2024-07-12 17:44:50,2024-07-15 04:18:26,Tata Docomo,Relocation to another city
PORT009042,SIM049077,2019-07-10 17:51:42,2019-07-15 02:36:04,MTNL,Network quality issues
PORT009043,SIM002168,2019-02-18 16:18:22,2019-02-24 07:48:16,MTNL,Better data speed
PORT009044,SIM003617,2019-07-26 03:14:08,2019-07-30 21:37:28,Idea,Better data speed
PORT009045,SIM055358,2020-11-16 19:11:04,2020-11-20 03:05:27,Vi,Better data speed
PORT009046,SIM068073,2023-07-18 14:19:30,2023-07-22 12:45:55,Vi,Network quality issues
PORT009047,SIM057602,2022-12-05 08:53:38,2022-12-08 04:28:56,Tata Docomo,Better network coverage
PORT009048,SIM046838,2024-08-27 12:57:00,2024-08-29 12:41:39,BSNL,Friend recommendation
PORT009049,SIM054909,2020-03-05 04:49:24,2020-03-06 05:20:37,Tata Docomo,Poor signal strength
PORT009050,SIM031803,2021-02-05 19:23:25,,BSNL,Better customer service
PORT009051,SIM043360,2024-12-28 10:13:28,,Aircel,Friend recommendation
PORT009052,SIM050402,2020-01-16 03:04:33,,Reliance,Better customer service
PORT009053,SIM062777,2018-12-09 04:24:00,2018-12-12 06:15:12,Reliance,Poor signal strength
PORT009054,SIM016042,2021-09-16 04:39:51,2021-09-20 00:54:43,Tata Docomo,Friend recommendation
PORT009055,SIM035775,2020-08-25 09:21:37,2020-08-30 09:47:38,Vi,Better network coverage
PORT009056,SIM024638,2021-10-03 13:02:42,2021-10-05 05:36:22,Jio,Poor signal strength
PORT009057,SIM015881,2021-04-03 19:45:07,2021-04-08 13:55:31,Aircel,Better data speed
PORT009058,SIM038087,2022-04-18 02:13:37,2022-04-23 10:15:28,Tata Docomo,Relocation to another city
PORT009059,SIM015675,2022-09-30 00:22:24,2022-10-02 05:57:13,Reliance,Attractive offers from new operator
PORT009060,SIM045453,2024-12-23 23:58:41,2024-12-28 23:32:35,Aircel,Lower tariff plans
PORT009061,SIM056304,2024-12-28 00:48:05,,Airtel,Attractive offers from new operator
PORT009062,SIM058851,2024-02-05 06:41:04,,Idea,Relocation to another city
PORT009063,SIM057460,2022-04-24 08:24:10,2022-04-29 07:42:41,Tata Docomo,Network quality issues
PORT009064,SIM034585,2023-07-20 23:09:46,2023-07-26 20:53:32,MTNL,Relocation to another city
PORT009065,SIM036327,2022-12-05 17:35:38,2022-12-10 22:04:17,Aircel,Better network coverage
PORT009066,SIM059353,2022-08-21 08:00:30,,Tata Docomo,Relocation to another city
PORT009067,SIM012606,2024-03-29 08:47:11,2024-04-03 07:48:59,Aircel,Better data speed
PORT009068,SIM024344,2023-04-18 01:51:27,2023-04-22 14:10:38,BSNL,Relocation to another city
PORT009069,SIM061212,2024-09-22 06:53:43,2024-09-25 18:13:30,BSNL,Better data speed
PORT009070,SIM003943,2019-10-25 02:28:26,,Airtel,Poor signal strength
PORT009071,SIM047077,2020-07-29 14:06:49,,Idea,Better data speed
PORT009072,SIM002690,2022-02-15 01:33:12,2022-02-16 22:28:58,Idea,Lower tariff plans
PORT009073,SIM063366,2022-10-30 16:40:52,2022-11-03 17:01:12,Idea,Relocation to another city
PORT009074,SIM062566,2021-01-28 08:30:40,2021-02-02 17:43:51,Tata Docomo,Friend recommendation
PORT009075,SIM033436,2024-12-26 06:49:34,2024-12-27 21:18:09,Reliance,Poor signal strength
PORT009076,SIM032677,2022-08-30 23:24:23,2022-09-01 06:06:46,Idea,Better customer service
PORT009077,SIM001252,2018-12-11 19:00:27,2018-12-14 05:40:59,MTNL,Better network coverage
PORT009078,SIM047108,2019-08-21 17:01:44,,Tata Docomo,Friend recommendation
PORT009079,SIM050437,2020-05-25 05:53:53,,Idea,Friend recommendation
PORT009080,SIM049975,2022-09-01 01:22:04,2022-09-05 11:41:49,Reliance,Relocation to another city
PORT009081,SIM033602,2023-09-20 23:55:21,2023-09-22 16:20:02,Airtel,Friend recommendation
PORT009082,SIM041785,2024-12-29 19:30:56,,MTNL,Better data speed
PORT009083,SIM045700,2021-08-11 06:43:10,2021-08-14 21:57:52,Reliance,Attractive offers from new operator
PORT009084,SIM059462,2024-12-25 03:23:18,2024-12-30 07:25:15,MTNL,Friend recommendation
PORT009085,SIM002889,2020-11-05 09:39:17,2020-11-12 02:43:32,Tata Docomo,Relocation to another city
PORT009086,SIM041269,2023-05-16 23:48:31,,Idea,Relocation to another city
PORT009087,SIM042847,2024-02-02 20:46:23,2024-02-06 01:08:37,Idea,Friend recommendation
PORT009088,SIM059378,2021-09-30 20:14:45,2021-10-06 04:46:03,MTNL,Better data speed
PORT009089,SIM030980,2022-10-29 01:02:34,2022-10-31 12:27:00,Airtel,Lower tariff plans
PORT009090,SIM042925,2023-11-30 11:47:05,2023-12-03 14:37:05,MTNL,Better data speed
PORT009091,SIM009152,2019-09-17 09:17:49,2019-09-19 01:25:04,MTNL,Lower tariff plans
PORT009092,SIM037788,2018-11-16 18:35:49,2018-11-17 21:24:06,Reliance,Lower tariff plans
PORT009093,SIM052622,2021-10-21 09:15:38,,Aircel,Lower tariff plans
PORT009094,SIM049502,2022-11-28 01:25:10,2022-12-02 22:02:44,Vi,Poor signal strength
PORT009095,SIM025054,2020-10-28 10:16:19,2020-10-29 16:58:55,BSNL,Friend recommendation
PORT009096,SIM033586,2022-11-19 07:18:32,2022-11-21 14:53:48,Tata Docomo,Better network coverage
PORT009097,SIM031297,2021-05-08 13:39:42,2021-05-14 18:39:20,Airtel,Relocation to another city
PORT009098,SIM031872,2022-01-09 09:28:26,2022-01-10 19:40:34,BSNL,Poor signal strength
PORT009099,SIM023328,2020-05-12 02:41:20,2020-05-15 16:17:46,Tata Docomo,Lower tariff plans
PORT009100,SIM043281,2022-11-13 02:07:25,2022-11-17 16:58:17,Reliance,Better data speed
PORT009101,SIM023472,2021-02-18 02:55:26,2021-02-20 16:43:53,Reliance,Attractive offers from new operator
PORT009102,SIM000255,2021-02-07 20:10:04,,Airtel,Network quality issues
PORT009103,SIM029066,2022-09-15 07:53:37,2022-09-16 22:38:02,Aircel,Attractive offers from new operator
PORT009104,SIM019072,2019-06-18 01:21:27,2019-06-20 04:26:28,BSNL,Better data speed
PORT009105,SIM018645,2021-12-27 19:57:21,,MTNL,Better network coverage
PORT009106,SIM031831,2023-03-01 23:56:09,2023-03-04 11:54:19,Reliance,Better network coverage
PORT009107,SIM068230,2024-12-25 20:03:04,,BSNL,Friend recommendation
PORT009108,SIM027400,2020-11-16 09:08:34,2020-11-17 16:48:22,Tata Docomo,Better data speed
PORT009109,SIM004981,2019-08-19 02:12:07,2019-08-23 03:52:15,Tata Docomo,Lower tariff plans
